"","date","TempInSitu","AbsPressure","Depth","LoggerID"
"1",2021-08-27 12:30:00,26.195,103.439,0.185,"Pressure_870_08112021_0"
"2",2021-08-27 12:31:00,26.097,103.49,0.19,"Pressure_870_08112021_0"
"3",2021-08-27 12:32:00,26.097,103.508,0.192,"Pressure_870_08112021_0"
"4",2021-08-27 12:33:00,26.097,103.598,0.201,"Pressure_870_08112021_0"
"5",2021-08-27 12:34:00,26.195,103.673,0.209,"Pressure_870_08112021_0"
"6",2021-08-27 12:35:00,26.195,103.493,0.191,"Pressure_870_08112021_0"
"7",2021-08-27 12:36:00,26.195,103.834,0.225,"Pressure_870_08112021_0"
"8",2021-08-27 12:37:00,26.195,103.475,0.189,"Pressure_870_08112021_0"
"9",2021-08-27 12:38:00,26.195,103.709,0.212,"Pressure_870_08112021_0"
"10",2021-08-27 12:39:00,26.097,103.544,0.196,"Pressure_870_08112021_0"
"11",2021-08-27 12:40:00,26.097,103.849,0.226,"Pressure_870_08112021_0"
"12",2021-08-27 12:41:00,26.097,103.652,0.207,"Pressure_870_08112021_0"
"13",2021-08-27 12:42:00,26.097,103.742,0.215,"Pressure_870_08112021_0"
"14",2021-08-27 12:43:00,26.097,103.921,0.233,"Pressure_870_08112021_0"
"15",2021-08-27 12:44:00,26.097,103.436,0.185,"Pressure_870_08112021_0"
"16",2021-08-27 12:45:00,26.097,103.76,0.217,"Pressure_870_08112021_0"
"17",2021-08-27 12:46:00,26.195,103.583,0.2,"Pressure_870_08112021_0"
"18",2021-08-27 12:47:00,26.195,103.745,0.216,"Pressure_870_08112021_0"
"19",2021-08-27 12:48:00,26.097,103.58,0.199,"Pressure_870_08112021_0"
"20",2021-08-27 12:49:00,26.097,103.508,0.192,"Pressure_870_08112021_0"
"21",2021-08-27 12:50:00,26.097,103.67,0.208,"Pressure_870_08112021_0"
"22",2021-08-27 12:51:00,26.097,103.364,0.178,"Pressure_870_08112021_0"
"23",2021-08-27 12:52:00,26.097,104.029,0.244,"Pressure_870_08112021_0"
"24",2021-08-27 12:53:00,26.097,103.867,0.228,"Pressure_870_08112021_0"
"25",2021-08-27 12:54:00,26.097,103.921,0.233,"Pressure_870_08112021_0"
"26",2021-08-27 12:55:00,26.097,103.58,0.199,"Pressure_870_08112021_0"
"27",2021-08-27 12:56:00,26.097,103.831,0.224,"Pressure_870_08112021_0"
"28",2021-08-27 12:57:00,26.097,103.903,0.232,"Pressure_870_08112021_0"
"29",2021-08-27 12:58:00,26.195,103.996,0.241,"Pressure_870_08112021_0"
"30",2021-08-27 12:59:00,26.195,104.104,0.251,"Pressure_870_08112021_0"
"31",2021-08-27 13:00:00,26.195,103.637,0.205,"Pressure_870_08112021_0"
"32",2021-08-27 13:01:00,26.195,103.942,0.235,"Pressure_870_08112021_0"
"33",2021-08-27 13:02:00,26.195,103.709,0.212,"Pressure_870_08112021_0"
"34",2021-08-27 13:03:00,26.195,104.014,0.243,"Pressure_870_08112021_0"
"35",2021-08-27 13:04:00,26.195,103.798,0.221,"Pressure_870_08112021_0"
"36",2021-08-27 13:05:00,26.195,104.14,0.255,"Pressure_870_08112021_0"
"37",2021-08-27 13:06:00,26.195,103.78,0.219,"Pressure_870_08112021_0"
"38",2021-08-27 13:07:00,26.195,103.547,0.196,"Pressure_870_08112021_0"
"39",2021-08-27 13:08:00,26.292,104.053,0.246,"Pressure_870_08112021_0"
