DateTime;Battery;Heading;Pitch;Roll;Pressure;Temperature;AnalogIn1;AnalogIn2;Speed#1(0.150m);Dir#1(0.150m);Speed#2(0.200m);Dir#2(0.200m);Speed#3(0.250m);Dir#3(0.250m);Speed#4(0.300m);Dir#4(0.300m);Speed#5(0.350m);Dir#5(0.350m);Speed#6(0.400m);Dir#6(0.400m);Speed#7(0.450m);Dir#7(0.450m);Speed#8(0.500m);Dir#8(0.500m);Speed#9(0.550m);Dir#9(0.550m);Speed#10(0.600m);Dir#10(0.600m);Speed#11(0.650m);Dir#11(0.650m);Speed#12(0.700m);Dir#12(0.700m);Speed#13(0.750m);Dir#13(0.750m);Speed#14(0.800m);Dir#14(0.800m);Speed#15(0.850m);Dir#15(0.850m);Speed#16(0.900m);Dir#16(0.900m);Speed#17(0.950m);Dir#17(0.950m);
8/8/2021 17:20:00; 11.4;354.9; -2.8;  0.6;  1.643; 27.73;    0;    0;  0.033;  68.84;  0.035;  67.89;  0.033;  68.84;  0.031;  75.07;  0.027;  79.51;  0.023;  77.20;  0.022;  76.61;  0.017;  54.46;  0.017;  59.04;  0.013;  51.34;  0.012;  41.63;  0.009;  26.57;  0.009; 353.66;  0.009; 327.99;  0.010; 343.30;  0.011; 338.20;  0.010; 336.04;
8/8/2021 17:22:00; 11.4;354.9; -2.8;  0.6;  1.636; 27.70;    0;    0;  0.032;  65.85;  0.031;  63.43;  0.029;  59.04;  0.026;  60.52;  0.023;  61.19;  0.016;  68.20;  0.013;  81.25;  0.011;  68.20;  0.008;  90.00;  0.009;  90.00;  0.006;  80.54;  0.009;  83.66;  0.005;  90.00;  0.005; 111.80;  0.002;  63.43;  0.003; 315.00;  0.003; 315.00;
8/8/2021 17:24:00; 11.4;354.9; -2.8;  0.6;  1.621; 27.66;    0;    0;  0.021;  70.71;  0.017;  64.98;  0.011;  68.20;  0.011;  95.19;  0.007; 105.95;  0.005;  90.00;  0.001; 135.00;  0.004; 213.69;  0.005; 291.80;  0.007; 303.69;  0.007; 303.69;  0.007; 315.00;  0.004;  14.04;  0.010; 315.00;  0.011; 326.31;  0.009; 353.66;  0.009; 327.99;
8/8/2021 17:26:00; 11.4;354.9; -2.8;  0.6;  1.628; 27.62;    0;    0;  0.003; 161.57;  0.001; 135.00;  0.002; 270.00;  0.003; 251.57;  0.006; 260.54;  0.003; 288.43;  0.011; 225.00;  0.011; 248.20;  0.017; 244.98;  0.019; 251.57;  0.023; 246.80;  0.027; 250.20;  0.025; 246.50;  0.029; 240.75;  0.034; 252.65;  0.032; 255.53;  0.038; 261.03;
8/8/2021 17:28:00; 11.4;354.9; -2.8;  0.6;  1.635; 27.57;    0;    0;  0.001;  90.00;  0.006;  30.96;  0.007;  33.69;  0.008;  23.20;  0.004; 345.96;  0.001; 315.00;  0.004; 194.04;  0.005; 248.20;  0.009; 251.57;  0.009; 243.43;  0.011; 254.74;  0.014; 261.87;  0.015; 258.69;  0.017; 259.99;  0.018; 260.54;  0.022; 262.23;  0.023; 265.03;
8/8/2021 17:30:00; 11.4;354.9; -2.8;  0.6;  1.634; 27.54;    0;    0;  0.030;  66.80;  0.030;  64.29;  0.028;  64.36;  0.022;  63.43;  0.016;  60.26;  0.017;  64.98;  0.006;  30.96;  0.004;  56.31;  0.001;  90.00;  0.004;  14.04;  0.002; 270.00;  0.003; 315.00;  0.002;  26.57;  0.002;  26.57;  0.004;  14.04;  0.003; 315.00;  0.007; 303.69;
8/8/2021 17:32:00; 11.4;354.9; -2.8;  0.6;  1.614; 27.50;    0;    0;  0.007; 146.31;  0.008; 172.87;  0.009; 206.57;  0.009; 215.54;  0.012; 221.63;  0.009; 186.34;  0.011; 243.43;  0.011; 243.43;  0.016; 243.43;  0.016; 243.43;  0.016; 240.26;  0.018; 253.61;  0.022; 264.81;  0.023; 267.51;  0.026; 270.00;  0.029; 273.95;  0.031; 273.69;
8/8/2021 17:34:00; 11.4;354.9; -2.8;  0.6;  1.634; 27.47;    0;    0;  0.036; 260.27;  0.034; 261.63;  0.031; 260.84;  0.031; 256.87;  0.029; 254.05;  0.031; 250.97;  0.027; 248.20;  0.025; 248.63;  0.022; 249.15;  0.025; 246.50;  0.027; 250.20;  0.029; 249.68;  0.025; 251.57;  0.031; 256.87;  0.032; 259.05;  0.033; 263.09;  0.033; 263.09;
8/8/2021 17:36:00; 11.4;354.9; -2.8;  0.6;  1.599; 27.48;    0;    0;  0.008; 320.19;  0.010; 306.87;  0.010; 286.70;  0.009; 288.43;  0.013; 274.40;  0.012; 279.46;  0.013; 274.40;  0.012; 284.04;  0.012; 284.04;  0.013; 278.75;  0.016; 288.43;  0.017; 287.35;  0.021; 278.13;  0.022; 275.19;  0.024; 279.46;  0.027; 280.49;  0.029; 279.78;
8/8/2021 17:38:00; 11.4;354.9; -2.8;  0.6;  1.630; 27.47;    0;    0;  0.054;  91.06;  0.057;  91.01;  0.055;  88.96;  0.055;  88.96;  0.052;  87.80;  0.046;  88.75;  0.048;  82.87;  0.051;  84.40;  0.048;  86.42;  0.047;  90.00;  0.044;  90.00;  0.046;  88.75;  0.046;  88.75;  0.041;  88.60;  0.041;  81.67;  0.040;  84.29;  0.038;  83.99;
8/8/2021 17:40:00; 11.4;354.9; -2.8;  0.6;  1.617; 27.47;    0;    0;  0.033; 268.26;  0.029; 270.00;  0.026; 274.40;  0.025; 272.29;  0.025; 276.84;  0.027; 278.43;  0.029; 273.95;  0.028; 284.53;  0.025; 281.31;  0.024; 272.39;  0.025; 272.29;  0.026; 272.20;  0.029; 270.00;  0.031; 264.47;  0.031; 264.47;  0.034; 259.70;  0.037; 257.47;
8/8/2021 17:42:00; 11.4;354.9; -2.8;  0.6;  1.621; 27.47;    0;    0;  0.031; 247.52;  0.029; 249.68;  0.027; 246.25;  0.026; 247.38;  0.027; 241.56;  0.019; 231.34;  0.026; 239.42;  0.025; 236.31;  0.027; 235.71;  0.030; 235.78;  0.032; 237.80;  0.034; 240.46;  0.036; 234.09;  0.036; 239.86;  0.038; 234.64;  0.038; 232.52;  0.034; 240.46;
8/8/2021 17:44:00; 11.4;355.0; -2.8;  0.6;  1.611; 27.48;    0;    0;  0.027; 257.01;  0.027; 257.01;  0.023; 265.03;  0.022; 267.40;  0.018; 266.82;  0.016; 266.42;  0.016; 273.58;  0.017; 263.29;  0.016; 255.07;  0.018; 257.47;  0.018; 253.61;  0.024; 255.38;  0.021; 250.71;  0.022; 262.23;  0.025; 263.16;  0.026; 267.80;  0.029; 270.00;
8/8/2021 17:46:00; 11.4;355.0; -2.8;  0.6;  1.592; 27.49;    0;    0;  0.030;  78.31;  0.026;  85.60;  0.021;  92.73;  0.020;  87.14;  0.020;  87.14;  0.014;  72.90;  0.015;  61.70;  0.012;  75.96;  0.013;  85.60;  0.013;  85.60;  0.009;  90.00;  0.011;  95.19;  0.012;  90.00;  0.008;  97.13;  0.006;  99.46;  0.004;  33.69;  0.002; 333.43;
8/8/2021 17:48:00; 11.4;354.8; -2.8;  0.6;  1.608; 27.50;    0;    0;  0.047;  83.93;  0.047;  83.93;  0.049;  84.17;  0.052;  83.42;  0.059;  81.18;  0.057;  76.70;  0.052;  83.42;  0.049;  81.87;  0.049;  84.17;  0.048;  86.42;  0.045;  80.96;  0.043;  84.69;  0.041;  83.05;  0.039;  85.60;  0.037;  83.83;  0.034;  84.96;  0.034;  81.63;
8/8/2021 17:50:00; 11.4;354.9; -2.8;  0.6;  1.615; 27.51;    0;    0;  0.009; 234.46;  0.003; 161.57;  0.001; 315.00;  0.005;  21.80;  0.007;  45.00;  0.012;  85.24;  0.009;  49.40;  0.011;  26.57;  0.011;  33.69;  0.012;  19.98;  0.008;  14.04;  0.005;   0.00;  0.005;   0.00;  0.003; 225.00;  0.007; 243.43;  0.012; 245.56;  0.016; 240.26;
8/8/2021 17:52:00; 11.4;354.9; -2.8;  0.6;  1.601; 27.52;    0;    0;  0.020; 246.04;  0.020; 246.04;  0.016; 248.20;  0.016; 240.26;  0.022; 243.43;  0.017; 229.76;  0.015; 246.80;  0.017; 239.04;  0.016; 266.42;  0.016; 270.00;  0.016; 266.42;  0.017; 263.29;  0.018; 266.82;  0.020; 258.69;  0.025; 258.23;  0.029; 257.91;  0.029; 254.05;
8/8/2021 17:54:00; 11.4;354.9; -2.8;  0.6;  1.593; 27.53;    0;    0;  0.013; 102.99;  0.013; 102.99;  0.013;  98.75;  0.013;  85.60;  0.013;  94.40;  0.009;  90.00;  0.010;  78.69;  0.011;  68.20;  0.011;  63.43;  0.010;  90.00;  0.011;  68.20;  0.010;  66.04;  0.008;  66.80;  0.008;  66.80;  0.008;  75.96;  0.006;  99.46;  0.006; 120.96;
8/8/2021 17:56:00; 11.4;354.9; -2.8;  0.6;  1.592; 27.54;    0;    0;  0.011; 264.81;  0.010; 258.69;  0.007; 270.00;  0.001; 135.00;  0.009; 102.53;  0.005; 201.80;  0.006; 260.54;  0.004; 236.31;  0.003; 251.57;  0.006; 260.54;  0.007; 243.43;  0.007; 243.43;  0.007; 254.05;  0.007; 243.43;  0.009; 243.43;  0.013; 241.39;  0.017; 244.98;
8/8/2021 17:58:00; 11.4;354.9; -2.8;  0.6;  1.603; 27.55;    0;    0;  0.024; 228.37;  0.014; 216.03;  0.007; 213.69;  0.012; 235.01;  0.016; 240.26;  0.019; 237.99;  0.015; 233.13;  0.008; 203.20;  0.008; 119.74;  0.017;  93.37;  0.018;  99.46;  0.017;  93.37;  0.015;  90.00;  0.015; 101.31;  0.013;  98.75;  0.011; 105.26;  0.010; 113.96;
8/8/2021 18:00:00; 11.4;354.9; -2.8;  0.6;  1.586; 27.56;    0;    0;  0.011; 158.20;  0.013; 151.39;  0.017; 147.26;  0.015; 143.13;  0.014; 129.29;  0.019; 137.12;  0.014; 120.26;  0.015; 101.31;  0.016; 104.04;  0.021;  92.73;  0.025;  94.57;  0.023;  94.97;  0.018;  99.46;  0.015; 105.95;  0.013; 118.61;  0.013; 118.61;  0.015; 105.95;
8/8/2021 18:02:00; 11.4;354.9; -2.8;  0.6;  1.583; 27.57;    0;    0;  0.025; 241.39;  0.024; 242.35;  0.025; 248.63;  0.025; 248.63;  0.017; 263.29;  0.014; 252.90;  0.019; 251.57;  0.021; 250.71;  0.022; 245.77;  0.019; 251.57;  0.019; 251.57;  0.019; 251.57;  0.020; 243.43;  0.022; 245.77;  0.022; 249.15;  0.025; 248.63;  0.024; 255.38;
8/8/2021 18:04:00; 11.4;354.8; -2.8;  0.6;  1.588; 27.58;    0;    0;  0.041;  87.21;  0.043;  88.67;  0.040;  87.14;  0.040;  88.57;  0.048;  86.42;  0.047;  83.93;  0.042;  81.87;  0.044;  87.40;  0.043;  87.34;  0.043;  88.67;  0.040;  88.57;  0.039;  90.00;  0.040;  88.57;  0.042;  90.00;  0.040;  91.43;  0.036;  93.18;  0.035;  94.90;
8/8/2021 18:06:00; 11.4;354.9; -2.8;  0.6;  1.587; 27.58;    0;    0;  0.032;  81.12;  0.030;  80.54;  0.035;  79.99;  0.034;  78.02;  0.038;  68.20;  0.042;  78.96;  0.032;  75.53;  0.030;  80.54;  0.034;  78.02;  0.032;  73.81;  0.030;  82.41;  0.030;  86.19;  0.027;  79.51;  0.025;  90.00;  0.022;  90.00;  0.025; 101.77;  0.023; 107.65;
8/8/2021 18:08:00; 11.4;354.9; -2.8;  0.6;  1.581; 27.58;    0;    0;  0.013;  94.40;  0.013;  81.25;  0.014;  77.91;  0.016;  75.96;  0.020;  87.14;  0.020;  30.47;  0.014;  72.90;  0.018;  77.47;  0.021;  84.56;  0.013;  85.60;  0.013;  85.60;  0.015;  97.59;  0.015;  90.00;  0.011;  95.19;  0.009;  90.00;  0.006;  99.46;  0.007; 135.00;
8/8/2021 18:10:00; 11.4;354.9; -2.8;  0.6;  1.590; 27.58;    0;    0;  0.060;  85.24;  0.064;  85.53;  0.065;  82.98;  0.065;  82.98;  0.053;  90.00;  0.060;  75.50;  0.070;  81.75;  0.068;  76.37;  0.067;  81.38;  0.064;  82.87;  0.063;  80.84;  0.064;  82.87;  0.063;  86.37;  0.056;  84.90;  0.058;  88.03;  0.051;  87.75;  0.051;  90.00;
8/8/2021 18:12:00; 11.4;354.9; -2.8;  0.6;  1.598; 27.57;    0;    0;  0.029; 102.09;  0.030;  99.46;  0.031;  97.35;  0.032;  98.88;  0.030;  95.71;  0.031; 103.13;  0.032;  95.36;  0.032;  84.64;  0.031;  88.15;  0.036;  85.24;  0.040;  87.14;  0.034;  84.96;  0.035;  86.73;  0.037;  90.00;  0.036;  91.59;  0.028;  92.05;  0.024;  94.76;
8/8/2021 18:14:00; 11.4;354.9; -2.8;  0.6;  1.608; 27.57;    0;    0;  0.011; 116.57;  0.015; 105.95;  0.013;  94.40;  0.016;  82.87;  0.021;  84.56;  0.013;  98.75;  0.011;  56.31;  0.016;  71.57;  0.009;  54.46;  0.015;  66.80;  0.011;  68.20;  0.018;  80.54;  0.023;  80.13;  0.023;  74.74;  0.020;  87.14;  0.016;  86.42;  0.013;  85.60;
8/8/2021 18:16:00; 11.4;354.9; -2.8;  0.6;  1.581; 27.56;    0;    0;  0.041; 261.67;  0.041; 261.67;  0.043; 260.54;  0.042; 258.96;  0.037; 251.08;  0.062; 256.87;  0.054; 259.32;  0.052; 257.83;  0.051; 257.59;  0.045; 262.41;  0.038; 262.50;  0.041; 263.05;  0.038; 261.03;  0.036; 255.58;  0.036; 257.12;  0.038; 251.57;  0.039; 252.03;
8/8/2021 18:18:00; 11.4;354.9; -2.8;  0.6;  1.567; 27.58;    0;    0;  0.048;  86.42;  0.048;  86.42;  0.052;  88.90;  0.052;  88.90;  0.054;  87.88;  0.041;  98.33;  0.040;  84.29;  0.044;  83.52;  0.038;  81.03;  0.039;  76.68;  0.036;  75.58;  0.035;  86.73;  0.033;  81.38;  0.026;  85.60;  0.021;  87.27;  0.015; 101.31;  0.015; 101.31;
8/8/2021 18:20:00; 11.4;354.9; -2.7;  0.6;  1.565; 27.58;    0;    0;  0.016; 116.57;  0.017; 107.35;  0.016; 104.04;  0.015; 113.20;  0.015;  90.00;  0.014;  68.96;  0.009;  90.00;  0.008;  90.00;  0.005;  68.20;  0.003; 315.00;  0.001; 315.00;  0.004; 116.57;  0.006; 149.04;  0.007; 135.00;  0.006; 135.00;  0.004; 135.00;  0.004; 116.57;
8/8/2021 18:22:00; 11.4;354.9; -2.8;  0.6;  1.577; 27.58;    0;    0;  0.058;  88.03;  0.059;  85.16;  0.056;  85.91;  0.059;  85.16;  0.063;  84.56;  0.061;  80.54;  0.048;  86.42;  0.050;  79.59;  0.052;  81.09;  0.049;  84.17;  0.047;  85.14;  0.047;  85.14;  0.045;  82.41;  0.044;  83.52;  0.045;  84.92;  0.043;  76.61;  0.042;  78.96;
8/8/2021 18:24:00; 11.4;354.9; -2.8;  0.6;  1.555; 27.58;    0;    0;  0.002;  90.00;  0.002;  26.57;  0.002;  90.00;  0.001; 225.00;  0.004; 236.31;  0.003; 315.00;  0.006; 321.34;  0.006; 315.00;  0.004; 296.57;  0.005; 281.31;  0.010; 264.29;  0.010; 258.69;  0.009; 263.66;  0.011; 254.74;  0.016; 266.42;  0.022; 262.23;  0.023; 260.13;
8/8/2021 18:26:00; 11.4;354.9; -2.8;  0.6;  1.544; 27.59;    0;    0;  0.006; 120.96;  0.007; 135.00;  0.003; 161.57;  0.001; 225.00;  0.006; 149.04;  0.009; 251.57;  0.012; 235.01;  0.018; 257.47;  0.022; 262.23;  0.023; 265.03;  0.025; 265.43;  0.025; 265.43;  0.026; 267.80;  0.026; 270.00;  0.024; 272.39;  0.026; 267.80;  0.026; 263.42;
8/8/2021 18:28:00; 11.4;354.9; -2.8;  0.6;  1.560; 27.58;    0;    0;  0.010;  73.30;  0.010;  73.30;  0.010;  66.04;  0.004; 104.04;  0.006;  71.57;  0.006;  99.46;  0.005; 111.80;  0.003; 161.57;  0.000;   0.00;  0.004; 236.31;  0.007; 180.00;  0.010; 180.00;  0.012; 170.54;  0.011; 180.00;  0.011; 180.00;  0.009; 167.47;  0.011; 180.00;
8/8/2021 18:30:00; 11.4;354.8; -2.7;  0.6;  1.578; 27.55;    0;    0;  0.057;  81.87;  0.052;  82.33;  0.052;  82.33;  0.055;  82.75;  0.049;  92.34;  0.050;  91.15;  0.048;  84.05;  0.044;  86.10;  0.046;  90.00;  0.043;  92.66;  0.046;  94.97;  0.043;  95.31;  0.043;  92.66;  0.039;  92.94;  0.041;  98.33;  0.038;  94.51;  0.038;  94.51;
8/8/2021 18:32:00; 11.4;354.9; -2.8;  0.6;  1.572; 27.52;    0;    0;  0.036;  69.08;  0.036;  67.01;  0.034;  72.65;  0.041;  71.57;  0.051;  76.50;  0.046;  81.16;  0.043;  68.20;  0.040;  69.78;  0.038;  77.80;  0.034;  81.63;  0.030;  82.41;  0.032;  90.00;  0.029;  93.95;  0.032;  93.58;  0.031;  95.53;  0.032;  98.88;  0.032;  98.88;
8/8/2021 18:34:00; 11.4;354.9; -2.8;  0.6;  1.571; 27.49;    0;    0;  0.028;  85.91;  0.026;  81.25;  0.025;  83.16;  0.024;  87.61;  0.029;  82.15;  0.023;  94.97;  0.021;  84.56;  0.017;  90.00;  0.016;  86.42;  0.012; 104.04;  0.015; 121.61;  0.017; 122.74;  0.017; 130.24;  0.018; 130.60;  0.015; 113.20;  0.018; 112.38;  0.020; 116.57;
8/8/2021 18:36:00; 11.4;354.9; -2.8;  0.6;  1.546; 27.47;    0;    0;  0.015; 258.69;  0.013; 274.40;  0.010; 275.71;  0.013; 278.75;  0.016; 296.57;  0.016; 288.43;  0.016; 277.13;  0.010; 286.70;  0.010; 275.71;  0.013; 278.75;  0.015; 281.31;  0.016; 270.00;  0.017; 263.29;  0.016; 266.42;  0.019; 254.48;  0.021; 250.71;  0.025; 253.74;
8/8/2021 18:38:00; 11.4;354.9; -2.8;  0.6;  1.541; 27.47;    0;    0;  0.030;  86.19;  0.029;  84.09;  0.026;  83.42;  0.026;  83.42;  0.018;  73.61;  0.024;  87.61;  0.025;  83.16;  0.025;  83.16;  0.024;  85.24;  0.021;  87.27;  0.022;  87.40;  0.018;  80.54;  0.021;  84.56;  0.020;  90.00;  0.020;  98.53;  0.018;  99.46;  0.016; 111.80;
8/8/2021 18:40:00; 11.4;355.0; -2.8;  0.6;  1.562; 27.44;    0;    0;  0.029;  84.09;  0.032;  90.00;  0.032;  95.36;  0.032;  98.88;  0.038;  96.01;  0.033;  91.74;  0.034;  81.63;  0.032;  75.53;  0.031;  76.87;  0.029;  84.09;  0.028;  83.88;  0.025;  90.00;  0.025;  94.57;  0.025; 104.04;  0.024; 104.62;  0.022; 111.80;  0.018; 130.60;
8/8/2021 18:42:00; 11.4;355.0; -2.8;  0.6;  1.550; 27.41;    0;    0;  0.012; 235.01;  0.014; 230.71;  0.014; 233.97;  0.011; 243.43;  0.013; 274.40;  0.012; 284.04;  0.010; 293.96;  0.009; 282.53;  0.010; 275.71;  0.014; 270.00;  0.016; 248.20;  0.016; 248.20;  0.017; 239.04;  0.018; 236.31;  0.019; 235.49;  0.021; 234.78;  0.022; 230.53;
8/8/2021 18:44:00; 11.3;354.9; -2.8;  0.6;  1.543; 27.38;    0;    0;  0.029;  88.03;  0.025;  90.00;  0.024;  92.39;  0.023;  97.43;  0.024;  92.39;  0.026;  83.42;  0.028;  85.91;  0.027;  79.51;  0.027;  77.01;  0.028;  73.50;  0.026;  76.50;  0.023;  77.20;  0.025;  78.69;  0.025;  78.69;  0.025;  78.69;  0.022;  82.23;  0.022;  82.23;
8/8/2021 18:46:00; 11.3;354.9; -2.8;  0.6;  1.534; 27.37;    0;    0;  0.038; 262.50;  0.038; 259.29;  0.038; 259.29;  0.031; 256.87;  0.034; 264.96;  0.028; 272.05;  0.029; 264.09;  0.030; 262.41;  0.030; 260.54;  0.031; 260.84;  0.031; 260.84;  0.031; 260.84;  0.030; 262.41;  0.029; 260.22;  0.033; 263.09;  0.035; 263.48;  0.040; 259.82;
8/8/2021 18:48:00; 11.3;354.8; -2.8;  0.6;  1.538; 27.38;    0;    0;  0.010; 113.96;  0.011;  95.19;  0.011;  95.19;  0.017;  90.00;  0.020;  90.00;  0.021;  84.56;  0.023;  74.74;  0.025;  71.57;  0.024;  77.74;  0.023;  74.74;  0.022;  76.61;  0.022;  76.61;  0.017;  79.99;  0.015;  70.35;  0.012;  85.24;  0.010; 113.96;  0.008; 150.26;
8/8/2021 18:50:00; 11.3;354.9; -2.8;  0.6;  1.540; 27.38;    0;    0;  0.008;  66.80;  0.010;  73.30;  0.010; 113.96;  0.008; 104.04;  0.016;  75.96;  0.021;  81.87;  0.021;  81.87;  0.017;  93.37;  0.017;  93.37;  0.020;  90.00;  0.022;  90.00;  0.022;  90.00;  0.017;  93.37;  0.017;  90.00;  0.013;  94.40;  0.009; 110.56;  0.007; 135.00;
8/8/2021 18:52:00; 11.3;354.9; -2.7;  0.6;  1.547; 27.39;    0;    0;  0.028; 255.47;  0.023; 260.13;  0.022; 264.81;  0.017; 246.37;  0.014; 261.87;  0.015; 246.80;  0.015; 233.13;  0.011; 243.43;  0.012; 235.01;  0.011; 225.00;  0.010; 233.13;  0.012; 235.01;  0.011; 225.00;  0.010; 233.13;  0.013; 241.39;  0.012; 235.01;  0.012; 228.37;
8/8/2021 18:54:00; 11.3;354.9; -2.8;  0.6;  1.526; 27.41;    0;    0;  0.017; 266.63;  0.017; 266.63;  0.015; 281.31;  0.009; 288.43;  0.010; 258.69;  0.008; 277.13;  0.003; 288.43;  0.001; 315.00;  0.004; 326.31;  0.006; 350.54;  0.006; 315.00;  0.007; 326.31;  0.008; 330.26;  0.008; 330.26;  0.008; 330.26;  0.009; 305.54;  0.009; 282.53;
8/8/2021 18:56:00; 11.3;354.9; -2.8;  0.6;  1.531; 27.42;    0;    0;  0.054;  87.88;  0.054;  86.82;  0.059;  86.12;  0.059;  84.19;  0.058;  81.03;  0.063;  81.74;  0.065;  84.73;  0.071;  83.57;  0.070;  82.57;  0.069;  84.21;  0.067;  86.58;  0.064;  83.76;  0.064;  82.87;  0.061;  80.54;  0.061;  81.47;  0.056;  85.91;  0.055;  90.00;
8/8/2021 18:58:00; 11.3;354.9; -2.8;  0.6;  1.538; 27.43;    0;    0;  0.031;  97.35;  0.032;  93.58;  0.034;  96.71;  0.039;  92.94;  0.041;  87.21;  0.045;  86.19;  0.048;  82.87;  0.048;  82.87;  0.052;  82.33;  0.049;  81.87;  0.051;  79.80;  0.052;  81.09;  0.052;  81.09;  0.051;  77.59;  0.051;  79.80;  0.050;  79.59;  0.047;  83.93;
